factory_id,product_type,production_cost_per_unit,labor_hours_used,inventory_level,lead_time_days,defect_rate_percentage,market_demand_index,supply_chain_efficiency_score,profitability_flag
594,Ready-made garment,268,109,3248,17,6.09,29,50,0
143,Yarn,105,1085,11217,18,6.11,16,67,0
197,Yarn,194,1818,2100,4,10.94,11,82,0
360,Fabric,453,1837,10791,3,2.92,49,69,0
208,Cotton,262,630,17429,25,8.34,33,85,0
382,Ready-made garment,143,1658,4323,17,2.91,83,53,1
471,Fabric,155,194,11380,23,1.11,18,90,0
442,Cotton,133,675,5430,9,11.44,52,82,0
203,Fabric,185,549,6229,25,1.56,60,60,1
355,Cotton,195,1343,6061,22,8.23,94,71,0
478,Cotton,298,1117,13664,12,5.09,87,66,1
305,Ready-made garment,67,195,15566,29,10.05,59,73,0
434,Cotton,451,964,18725,7,9.28,96,47,0
142,Yarn,174,1900,18520,16,1.73,85,82,1
452,Ready-made garment,51,1504,13930,8,5.61,31,72,0
344,Yarn,381,768,8076,3,0.33,19,76,0
386,Fabric,249,306,18559,21,5.15,91,94,1
454,Fabric,484,1909,2290,13,8.4,97,97,0
372,Cotton,187,949,3644,20,2.79,76,60,1
575,Cotton,252,345,12212,9,9.72,13,86,0
182,Yarn,447,1834,7467,9,0.64,39,90,0
209,Yarn,331,1920,17039,4,0.41,94,68,1
537,Yarn,352,1633,9625,28,0.33,31,55,0
289,Fabric,79,983,19991,14,3.36,82,43,1
570,Yarn,105,182,4843,18,5.61,50,83,0
387,Ready-made garment,168,416,10143,1,1.29,25,64,0
523,Ready-made garment,475,744,5738,19,11.96,65,44,0
496,Fabric,181,1228,7336,2,11.99,78,58,0
350,Yarn,280,469,13696,5,6.24,23,82,0
311,Yarn,444,848,1439,22,6.82,61,78,0
390,Cotton,201,1704,12151,14,11.12,23,45,0
232,Ready-made garment,470,1819,9785,9,9.24,56,69,0
300,Fabric,435,729,7590,20,2.02,25,67,0
384,Yarn,445,279,4862,20,9.51,52,52,0
425,Cotton,70,1906,15566,15,2.77,77,86,1
508,Fabric,497,701,18345,20,5.16,46,42,0
194,Fabric,117,699,12465,1,6.39,23,97,0
377,Ready-made garment,175,1206,16944,19,8.6,50,74,0
549,Yarn,92,1655,2715,4,1.8,96,43,1
528,Fabric,231,1742,6775,14,0.91,82,49,1
424,Cotton,149,940,11523,1,10.39,33,90,0
318,Cotton,428,1624,5317,5,9.92,84,45,0
188,Fabric,495,447,13310,10,6.28,28,40,0
171,Cotton,398,1395,6331,9,7.95,92,40,0
346,Fabric,445,430,17134,17,8.63,21,46,0
228,Cotton,289,709,18483,14,5.72,56,55,1
311,Fabric,434,843,15527,28,3.09,21,63,0
527,Fabric,249,668,7929,7,5.78,12,43,0
442,Fabric,466,1784,19051,18,11.41,39,55,0
195,Cotton,497,488,11832,10,10.05,67,46,0
174,Fabric,165,1070,9977,28,5.59,55,89,1
522,Ready-made garment,164,846,15577,27,2.71,60,64,1
594,Fabric,191,236,10479,25,10.68,24,54,0
153,Yarn,168,1902,18352,4,7.66,52,48,0
443,Yarn,142,1864,18386,14,4.86,31,50,0
558,Ready-made garment,447,1484,7100,3,1.34,18,46,0
512,Fabric,58,1956,5314,28,9.02,48,92,0
153,Yarn,122,381,12129,29,3.8,90,78,1
317,Fabric,75,1325,5544,27,7.28,77,62,0
115,Yarn,482,1118,16911,23,6.84,66,42,0
198,Cotton,288,843,9592,22,8.4,77,46,0
119,Cotton,411,630,9540,11,6.45,16,42,0
145,Ready-made garment,194,115,600,10,7.56,11,51,0
550,Ready-made garment,117,1104,15883,8,0.98,63,42,1
292,Fabric,237,667,3740,9,7.98,46,46,0
482,Ready-made garment,415,1992,16348,28,2.33,83,62,0
157,Fabric,180,1237,12009,23,4.7,91,77,1
536,Cotton,270,1191,14647,6,6.15,37,54,0
210,Cotton,330,1713,1988,14,8.24,68,62,0
228,Yarn,326,129,1953,28,8.91,55,97,0
436,Fabric,189,1642,18685,24,8.46,72,81,0
293,Cotton,103,763,8584,9,1.14,44,44,0
512,Cotton,50,1098,12132,14,4.64,94,80,1
439,Fabric,177,974,5059,8,3.37,67,88,1
425,Yarn,50,121,6740,6,4.78,98,92,1
107,Yarn,222,1554,8317,24,7.76,22,68,0
128,Yarn,479,1153,2015,25,2.32,80,58,0
211,Yarn,481,1055,12613,6,6.03,15,63,0
534,Cotton,440,1802,16212,22,10.62,93,62,0
260,Fabric,315,759,16464,2,8.77,54,67,0
230,Fabric,448,1533,1927,25,8.7,14,56,0
287,Cotton,345,1172,6585,24,10.18,47,48,0
262,Cotton,305,424,11896,5,4.79,53,92,1
296,Cotton,444,1611,14889,26,9.11,34,56,0
574,Ready-made garment,489,1421,17897,3,0.7,91,40,0
463,Fabric,223,1897,7779,25,0.68,97,79,1
303,Fabric,94,280,4726,11,3.98,24,90,0
311,Fabric,392,1925,9111,26,2.36,81,48,0
208,Yarn,190,221,3849,29,6.22,86,79,1
375,Cotton,76,223,15611,7,2.2,48,45,0
172,Cotton,282,1576,6576,29,11.71,57,54,0
266,Cotton,258,365,12657,9,10.21,61,86,0
359,Ready-made garment,99,127,5687,13,11.79,69,45,0
342,Fabric,110,1382,14385,16,9.69,98,92,0
374,Cotton,292,176,10118,23,11.41,32,86,0
201,Ready-made garment,318,531,7518,12,4.42,78,57,1
574,Cotton,189,978,14091,8,5.97,61,93,1
272,Yarn,206,1829,9155,14,2.88,95,63,1
270,Fabric,134,993,889,26,7.63,31,77,0
240,Ready-made garment,133,1158,7391,14,9.46,34,94,0
496,Cotton,325,535,17019,5,5.98,64,89,1
287,Fabric,80,1237,2956,26,3.56,73,89,1
540,Ready-made garment,57,1185,19155,10,6.09,74,69,1
185,Fabric,329,151,10268,22,0.75,13,58,0
575,Fabric,252,215,11617,28,8.65,61,97,0
151,Yarn,472,146,6006,24,5.42,41,67,0
210,Fabric,82,537,9895,14,10.78,62,62,0
536,Ready-made garment,347,1535,10413,23,11.08,35,63,0
464,Fabric,192,200,9285,17,1.51,88,91,1
441,Ready-made garment,498,1402,12452,26,11.95,44,66,0
142,Fabric,465,206,9297,4,11.64,23,97,0
310,Cotton,444,1082,1969,29,7.53,43,52,0
555,Yarn,399,1158,14951,24,9.91,69,50,0
599,Cotton,86,1100,18579,15,0.22,34,54,0
299,Yarn,196,458,1806,11,11.64,63,69,0
397,Ready-made garment,484,986,5832,9,5.48,36,45,0
445,Yarn,277,899,6297,15,10.92,30,64,0
339,Fabric,83,1125,15286,22,4.62,57,94,1
214,Fabric,493,1874,12418,27,9.46,44,70,0
125,Cotton,286,1615,9740,20,5.02,61,50,1
506,Yarn,261,1395,18619,2,4.35,79,43,1
398,Ready-made garment,358,1267,9376,28,11.36,35,54,0
176,Ready-made garment,189,534,6827,25,8.39,24,87,0
511,Fabric,239,1574,15086,1,10.08,14,63,0
236,Ready-made garment,145,703,7441,21,6.52,99,53,1
119,Fabric,243,1856,11363,24,11.02,42,63,0
539,Fabric,410,665,804,20,8.88,34,62,0
310,Fabric,353,1015,2897,17,0.87,90,44,0
339,Cotton,345,327,16198,4,9.2,61,86,0
138,Cotton,201,644,3026,5,0.22,53,65,1
534,Fabric,483,1337,14276,5,9.95,29,69,0
367,Fabric,272,747,7659,28,3.98,65,99,1
306,Fabric,245,347,12917,14,7.18,75,81,0
578,Ready-made garment,137,1531,686,1,8.99,17,77,0
538,Fabric,348,1176,2064,2,7.64,92,87,0
561,Fabric,66,1699,7313,22,8.07,73,87,0
366,Yarn,260,413,2409,10,10.71,38,97,0
253,Yarn,281,1497,8969,5,4.49,57,90,1
141,Yarn,407,136,18366,9,6.57,28,42,0
510,Yarn,232,823,14043,13,2.1,18,91,0
110,Fabric,211,1647,10569,23,5.61,81,57,1
393,Yarn,416,1079,15109,29,1.8,24,61,0
197,Ready-made garment,119,183,13152,21,7.6,77,90,0
526,Ready-made garment,109,999,14289,13,3.89,72,67,1
374,Yarn,228,1217,16820,28,10.31,47,69,0
547,Cotton,126,1538,13255,28,4.12,56,41,1
489,Ready-made garment,84,1465,10340,9,3.44,22,48,0
529,Ready-made garment,467,818,2424,14,5.9,55,40,0
471,Yarn,65,649,3198,17,2.1,45,75,0
329,Yarn,451,1544,12491,3,2.45,19,96,0
468,Fabric,343,1471,15661,18,9.4,64,60,0
525,Ready-made garment,220,814,11600,12,5.97,32,93,0
319,Yarn,81,1905,15753,23,2.48,32,67,0
164,Yarn,312,686,14635,9,0.38,77,75,1
454,Fabric,264,1251,17155,16,5.6,53,71,1
331,Ready-made garment,95,1964,18207,13,8.91,14,97,0
427,Yarn,238,251,8251,28,4.21,13,45,0
542,Fabric,323,1645,2743,18,2.98,39,62,0
151,Yarn,120,1161,15617,12,4.76,61,45,1
473,Cotton,345,1550,19836,22,11.51,22,99,0
530,Cotton,137,1228,17214,2,5.08,27,61,0
475,Yarn,383,264,6371,19,3.12,41,70,0
362,Ready-made garment,483,1037,11359,1,6.83,42,58,0
366,Cotton,310,1667,11238,6,9.73,67,47,0
458,Fabric,231,311,12163,18,0.27,71,47,1
416,Yarn,391,625,8064,3,6.7,80,59,0
423,Fabric,491,841,2327,22,10.04,23,63,0
508,Cotton,71,231,10527,6,2.59,23,52,0
495,Ready-made garment,123,1275,13648,4,11.06,19,99,0
253,Fabric,139,195,7684,17,6.93,68,80,1
457,Cotton,384,1626,16071,23,6.2,48,92,0
465,Cotton,215,1112,12628,18,11.56,55,90,0
239,Cotton,283,621,19057,22,1.56,27,46,0
526,Fabric,424,473,4209,7,8.88,28,91,0
150,Cotton,482,1998,629,2,9.82,46,47,0
216,Yarn,178,1139,16516,15,5.86,12,66,0
520,Cotton,383,1802,2058,22,0.08,64,82,0
145,Yarn,341,707,10953,17,6.29,16,42,0
408,Ready-made garment,144,117,14335,6,1.84,80,56,1
187,Yarn,77,1532,4224,8,6.75,61,44,1
307,Ready-made garment,403,1130,11820,8,8.86,63,77,0
476,Ready-made garment,84,1819,5193,7,6.37,47,99,0
368,Yarn,493,1368,16133,4,7.57,72,86,0
188,Ready-made garment,280,1077,13210,20,1.25,73,48,1
480,Yarn,367,978,18748,5,1.16,15,90,0
217,Fabric,392,693,16824,8,10.21,83,45,0
153,Ready-made garment,479,742,17571,14,0.59,61,47,0
540,Yarn,413,228,12619,20,3.41,53,83,0
215,Ready-made garment,174,900,6907,25,11.25,45,65,0
217,Cotton,128,554,4742,3,5.51,46,87,0
359,Yarn,430,1709,12199,25,8.09,73,59,0
174,Cotton,110,975,10751,18,2.66,57,65,1
579,Ready-made garment,498,670,6698,22,3.25,36,97,0
404,Ready-made garment,266,1195,16839,15,6.11,74,93,1
106,Fabric,331,1113,13933,21,7.66,10,42,0
465,Yarn,212,1283,10901,5,11.53,57,87,0
221,Cotton,106,1210,2117,15,6.89,94,97,1
110,Fabric,240,500,6580,27,1.15,46,64,0
447,Ready-made garment,181,561,12734,6,4.4,58,54,1
537,Ready-made garment,91,1652,14370,10,2.93,64,50,1
588,Fabric,222,188,2399,23,3.05,48,71,0
314,Cotton,216,1784,15638,20,6.06,45,71,0
528,Ready-made garment,299,922,2534,15,3.8,75,45,1
378,Ready-made garment,242,105,12263,20,3.47,75,41,1
597,Yarn,327,1719,14483,28,11.62,77,62,0
127,Fabric,444,1044,8029,9,7.01,11,68,0
334,Ready-made garment,287,183,7875,4,3.14,74,46,1
466,Cotton,279,1373,17609,8,3.31,27,69,0
412,Yarn,214,1789,4003,26,9.73,50,55,0
125,Fabric,292,1539,12219,13,10.64,48,40,0
508,Cotton,139,1195,16363,17,8.15,35,52,0
153,Ready-made garment,228,720,8531,4,5.18,84,75,1
128,Fabric,107,1235,12101,2,9.17,12,40,0
566,Fabric,312,271,19224,27,11.25,58,61,0
452,Cotton,185,798,11175,26,1.99,37,76,0
263,Fabric,287,1920,7039,5,10.34,25,68,0
369,Cotton,356,372,12953,2,10.19,31,55,0
433,Ready-made garment,292,629,19925,16,4.4,89,90,1
134,Yarn,200,1803,18443,23,3.5,86,83,1
385,Cotton,395,418,16833,26,6.78,58,48,0
447,Yarn,413,1205,17284,23,3.27,37,64,0
372,Fabric,296,1198,4710,15,1.74,25,77,0
550,Cotton,268,528,5471,25,11.44,73,61,0
307,Ready-made garment,58,1583,18133,29,5.9,69,80,1
337,Cotton,479,946,16345,4,5.67,75,41,0
513,Cotton,343,1469,4726,15,1.51,35,40,0
599,Cotton,416,348,2454,5,6.05,51,49,0
192,Yarn,62,1766,9040,3,8.91,12,74,0
272,Yarn,312,486,11210,14,2.98,30,63,0
178,Fabric,444,1990,8805,7,4.43,41,89,0
209,Fabric,274,1836,6661,15,2.15,79,63,1
316,Fabric,280,462,5961,5,4.26,78,83,1
534,Fabric,227,1419,10177,9,10.34,33,86,0
457,Cotton,296,167,2128,28,2.84,74,85,1
205,Yarn,116,537,8480,13,0.35,32,49,0
146,Yarn,346,1115,4738,7,6.43,89,77,1
280,Yarn,206,1655,14624,4,6.95,17,59,0
163,Yarn,214,1906,12375,7,3.95,54,91,1
345,Fabric,233,1728,19382,1,7.7,98,51,0
343,Cotton,257,1256,2495,15,0.45,20,99,0
521,Yarn,65,1418,10801,15,4.09,66,62,1
419,Ready-made garment,349,395,1095,18,1.73,21,62,0
186,Cotton,355,746,17823,15,2.76,81,48,0
316,Ready-made garment,290,1987,18183,3,4.59,19,43,0
589,Cotton,279,1991,13878,5,5.92,72,68,1
106,Cotton,439,132,3516,28,1.12,44,66,0
377,Cotton,67,1497,10089,5,1.22,47,68,0
436,Ready-made garment,196,1928,3369,16,8.09,30,96,0
309,Yarn,293,131,13447,23,4.85,60,43,1
596,Yarn,100,654,15597,25,2.12,27,41,0
268,Ready-made garment,499,1927,9852,10,2.82,27,46,0
429,Yarn,308,1989,15954,25,8.64,35,96,0
237,Fabric,287,404,6881,22,0.62,29,82,0
540,Yarn,295,892,16691,23,6.1,34,87,0
490,Fabric,394,1231,4630,28,4.32,91,81,0
595,Fabric,359,195,3417,13,9.73,89,86,0
480,Fabric,98,1189,4853,15,9.48,54,73,0
405,Ready-made garment,333,620,11126,8,8.27,67,51,0
329,Yarn,87,329,4865,20,4.62,27,66,0
574,Yarn,333,832,15702,7,7.57,57,93,0
407,Ready-made garment,81,457,11433,14,7.68,23,61,0
260,Ready-made garment,292,501,9645,6,3.99,16,54,0
100,Yarn,90,889,10278,8,10.56,47,82,0
335,Ready-made garment,341,198,18625,15,11.82,73,49,0
536,Ready-made garment,152,370,16675,17,3.77,38,74,0
287,Fabric,341,1898,2958,5,9.61,96,79,0
517,Ready-made garment,156,461,6855,12,6.01,64,92,1
103,Fabric,295,1287,13732,13,5.56,90,59,1
500,Cotton,431,627,7563,3,4.64,54,71,0
231,Fabric,136,1292,3837,25,3.5,91,59,1
526,Fabric,115,1144,6503,25,11.03,28,44,0
317,Ready-made garment,187,639,11524,19,8.89,11,68,0
359,Yarn,375,1965,17673,26,5.29,75,66,0
100,Cotton,249,694,6958,28,9.02,91,65,0
170,Cotton,384,1908,8991,15,8.62,45,50,0
577,Cotton,142,932,18205,18,3.21,65,68,1
277,Yarn,496,496,14767,21,2.11,30,99,0
556,Cotton,397,1159,8155,20,10.04,72,83,0
288,Cotton,327,594,2609,7,9.74,11,59,0
390,Yarn,69,413,13865,28,11.96,83,82,0
107,Cotton,338,589,19269,14,0.23,24,45,0
352,Ready-made garment,448,1399,3946,24,6.48,71,47,0
507,Ready-made garment,440,332,15712,20,8.42,21,84,0
566,Fabric,139,1739,12899,19,6.99,12,86,0
391,Fabric,99,1559,5585,25,8.53,13,41,0
533,Fabric,59,1129,15159,24,1.65,18,94,0
343,Ready-made garment,128,1658,1118,11,0.02,55,66,1
222,Ready-made garment,86,1805,9574,27,1.12,51,77,1
398,Ready-made garment,108,763,2203,7,4.56,83,59,1
382,Fabric,137,343,8253,11,3.95,40,69,0
131,Fabric,153,340,11487,8,10.49,46,68,0
433,Fabric,368,1896,19303,24,1.0,20,41,0
476,Fabric,326,657,12520,10,5.31,70,54,1
245,Fabric,153,1396,10727,24,11.49,36,72,0
255,Fabric,303,174,1917,11,6.03,55,50,1
512,Ready-made garment,279,382,6658,1,1.59,79,79,1
115,Yarn,384,1831,7648,20,3.5,52,63,0
454,Yarn,86,1658,3360,10,7.52,54,80,0
146,Fabric,350,186,12271,7,0.14,27,54,0
350,Yarn,191,980,2885,22,11.62,59,44,0
286,Yarn,92,1756,1425,3,6.8,15,48,0
130,Ready-made garment,165,1029,6721,19,8.45,22,43,0
359,Fabric,390,1272,728,28,5.99,21,66,0
520,Fabric,133,1273,18652,4,11.5,16,81,0
116,Yarn,466,1700,15889,26,7.07,23,43,0
138,Fabric,308,259,11948,6,7.94,82,76,0
403,Fabric,409,545,13656,1,10.33,56,90,0
529,Fabric,136,1919,5042,26,10.34,16,92,0
573,Fabric,477,181,7075,4,0.34,48,52,0
531,Yarn,416,1130,7836,25,3.4,65,60,0
138,Cotton,392,281,5393,7,2.96,94,50,0
588,Yarn,396,969,7926,11,0.08,28,51,0
231,Ready-made garment,340,1065,11727,6,10.52,36,53,0
129,Cotton,458,1649,3096,27,3.81,70,84,0
257,Cotton,145,577,7721,5,4.16,75,97,1
377,Cotton,304,282,6615,12,1.2,61,75,1
302,Yarn,391,1437,18007,29,11.88,65,52,0
165,Ready-made garment,185,1679,2120,2,9.92,23,98,0
207,Yarn,297,273,19913,18,6.86,42,44,0
367,Ready-made garment,421,113,15433,22,9.26,21,60,0
321,Yarn,495,1423,14386,9,9.33,94,48,0
391,Yarn,451,172,1970,14,7.88,95,72,0
117,Yarn,141,1858,16051,12,2.09,75,83,1
189,Cotton,461,613,11153,9,8.64,33,94,0
280,Yarn,445,1845,18160,1,6.84,54,56,0
354,Ready-made garment,497,1896,15800,7,8.69,85,66,0
554,Ready-made garment,296,701,10348,7,6.52,64,40,1
352,Ready-made garment,307,442,3610,10,11.48,80,90,0
356,Cotton,236,1519,5141,2,7.52,62,44,0
482,Yarn,470,1969,7676,28,6.88,75,51,0
541,Yarn,173,1887,8879,26,10.11,28,64,0
445,Fabric,309,432,13395,4,4.55,60,64,1
186,Cotton,218,454,7288,29,3.79,91,51,1
189,Ready-made garment,478,1682,6782,8,6.04,75,50,0
336,Ready-made garment,414,946,14414,22,7.01,54,69,0
489,Yarn,160,262,5875,27,2.65,49,87,0
169,Ready-made garment,339,215,19110,14,8.19,92,66,0
143,Yarn,136,1526,18164,13,9.63,15,56,0
299,Yarn,62,1202,1840,16,6.93,60,69,1
251,Fabric,312,1570,9370,7,6.28,50,42,0
185,Cotton,337,1131,9307,10,3.54,56,50,1
118,Yarn,72,1146,8483,11,10.91,26,88,0
200,Yarn,482,1904,9541,11,9.05,32,72,0
501,Yarn,249,890,2507,6,5.76,49,86,0
194,Fabric,291,642,16143,25,7.91,82,48,0
353,Yarn,288,513,13514,27,4.04,46,57,0
456,Cotton,352,781,9027,12,0.72,94,40,0
129,Cotton,214,741,14393,10,2.45,67,45,1
348,Ready-made garment,275,1532,9054,26,0.95,30,73,0
525,Cotton,225,768,6833,9,6.1,36,44,0
132,Ready-made garment,78,121,8139,22,7.46,20,42,0
557,Cotton,214,1761,18905,6,4.57,48,65,0
328,Ready-made garment,72,1526,13917,9,6.36,72,76,1
111,Yarn,343,1068,3069,26,1.03,37,79,0
217,Fabric,432,1804,15352,25,9.24,93,45,0
449,Fabric,93,1801,18959,3,0.39,56,50,1
254,Fabric,310,1280,12078,7,7.61,56,50,0
522,Yarn,229,429,6554,3,5.2,13,82,0
492,Fabric,345,1145,16612,20,2.21,70,79,1
345,Cotton,188,1595,14927,25,6.28,27,77,0
504,Ready-made garment,383,1387,4958,26,9.37,59,55,0
431,Yarn,297,1426,18969,8,4.96,45,59,0
346,Fabric,290,1001,19595,22,4.41,10,59,0
128,Cotton,155,1898,7347,22,1.71,44,65,0
260,Cotton,435,823,6302,8,7.13,14,97,0
334,Yarn,468,1588,5729,13,9.94,15,74,0
289,Yarn,222,1287,17027,2,6.74,69,79,1
216,Fabric,98,1259,12341,14,1.98,14,84,0
370,Ready-made garment,172,351,15669,5,7.93,41,81,0
357,Fabric,84,304,3768,13,0.36,48,64,0
279,Fabric,155,1979,9761,23,10.06,49,69,0
586,Yarn,377,1425,14383,28,11.06,51,79,0
472,Fabric,465,1365,2685,13,7.16,83,64,0
271,Fabric,245,931,19421,19,10.58,17,49,0
537,Ready-made garment,158,890,15237,24,1.01,38,84,0
373,Cotton,174,1184,7245,3,2.74,69,96,1
358,Cotton,376,564,15516,14,3.81,87,74,0
234,Ready-made garment,344,1941,13719,4,9.28,32,66,0
270,Cotton,481,1425,15460,26,5.81,13,99,0
309,Fabric,396,1595,801,10,4.18,43,43,0
335,Ready-made garment,86,1934,19049,6,1.9,47,99,0
521,Ready-made garment,237,493,2260,6,9.73,70,55,0
520,Yarn,386,1730,12938,2,0.25,36,68,0
285,Cotton,437,1120,5786,2,4.05,92,74,0
516,Yarn,72,759,3154,19,2.91,40,60,0
463,Fabric,447,1011,5592,3,1.55,12,80,0
542,Ready-made garment,310,1382,7080,20,2.06,86,70,1
194,Fabric,243,1665,17515,4,5.93,36,58,0
477,Cotton,415,629,15933,4,5.11,52,83,0
110,Yarn,201,1310,12883,26,6.22,69,77,1
167,Cotton,67,1335,16036,26,8.73,55,71,0
478,Fabric,76,1158,2574,11,10.71,46,43,0
309,Yarn,73,1270,15656,3,1.42,76,53,1
295,Cotton,78,1405,4900,17,0.99,15,40,0
468,Fabric,188,1670,19654,9,3.84,68,79,1
197,Cotton,195,1711,11609,14,6.56,12,58,0
192,Ready-made garment,172,1707,15777,2,1.2,86,87,1
571,Yarn,177,1372,1161,14,8.59,20,71,0
121,Yarn,417,156,1178,3,6.67,36,47,0
549,Yarn,166,1992,6863,2,8.98,11,44,0
271,Ready-made garment,181,1428,799,22,4.29,73,47,1
482,Yarn,338,621,17141,22,4.81,53,88,1
233,Ready-made garment,255,1848,19646,29,9.69,85,45,0
525,Yarn,285,460,739,1,3.2,64,74,1
124,Cotton,91,1360,12237,4,4.58,49,92,0
284,Cotton,209,333,19149,10,0.16,85,91,1
184,Cotton,301,322,4790,15,6.66,32,99,0
154,Cotton,228,1739,6147,21,10.22,73,50,0
350,Ready-made garment,174,426,14564,12,0.33,66,52,1
243,Fabric,309,1221,7206,6,7.37,19,64,0
450,Fabric,325,1349,13143,21,10.15,44,90,0
497,Cotton,262,1857,13352,3,5.93,15,68,0
266,Fabric,373,935,7271,3,3.76,98,94,0
511,Fabric,239,588,1020,19,11.96,63,59,0
323,Yarn,107,577,6142,22,0.78,88,74,1
319,Ready-made garment,480,1084,14430,20,2.53,76,65,0
278,Cotton,252,1457,4384,4,10.62,91,90,0
218,Fabric,129,891,18760,19,3.57,65,59,1
532,Fabric,492,1678,16117,14,9.84,90,78,0
364,Cotton,277,1986,3241,4,4.0,69,82,1
541,Yarn,439,611,13981,8,9.74,23,80,0
528,Cotton,144,1112,4032,19,8.23,55,86,0
249,Yarn,473,481,1150,26,5.62,25,83,0
515,Fabric,456,1546,11536,19,6.28,36,83,0
552,Ready-made garment,485,1471,2658,22,2.13,46,45,0
314,Yarn,53,1276,19535,1,1.39,70,56,1
296,Yarn,214,1974,10959,26,8.6,29,95,0
141,Cotton,475,551,9720,22,10.18,34,89,0
152,Fabric,349,1413,10247,15,8.66,59,66,0
579,Ready-made garment,430,1859,14424,11,10.95,67,80,0
542,Cotton,91,1242,7962,9,10.68,87,82,0
429,Cotton,334,313,7538,3,9.34,46,58,0
350,Ready-made garment,278,664,9204,18,10.78,14,81,0
394,Fabric,452,831,18119,19,2.01,63,71,0
477,Ready-made garment,292,538,17002,16,8.78,46,82,0
370,Cotton,261,854,17143,16,9.04,83,62,0
554,Cotton,465,1688,6018,28,1.85,19,77,0
512,Yarn,349,728,18082,3,10.91,18,80,0
222,Ready-made garment,104,1002,8081,18,0.11,87,70,1
466,Ready-made garment,385,1570,6777,13,5.22,42,55,0
486,Ready-made garment,438,1966,10841,27,0.26,33,98,0
438,Cotton,418,1165,19316,20,6.28,79,42,0
365,Fabric,479,494,15290,8,4.95,66,55,0
447,Cotton,222,346,1459,7,7.48,35,89,0
128,Yarn,326,1004,19832,26,9.2,48,90,0
562,Cotton,383,1414,17449,25,9.22,53,55,0
134,Cotton,278,347,6436,24,8.67,73,43,0
105,Cotton,455,1736,13655,29,1.22,57,44,0
495,Yarn,79,698,19263,23,5.01,76,93,1
210,Ready-made garment,72,964,12142,22,9.79,57,67,0
393,Fabric,54,1572,9136,19,7.85,49,62,0
176,Fabric,112,183,16796,26,8.17,55,81,0
448,Yarn,270,872,19592,20,2.72,99,58,1
246,Ready-made garment,364,1344,19219,24,3.9,12,64,0
166,Ready-made garment,131,1789,9727,12,11.47,85,58,0
491,Yarn,291,150,3544,18,10.16,23,42,0
107,Cotton,302,649,15963,15,1.98,92,47,1
221,Ready-made garment,101,870,1786,12,6.54,13,65,0
439,Fabric,370,1080,10150,6,5.89,21,70,0
274,Yarn,88,1310,10912,29,5.32,32,58,0
487,Fabric,308,1648,2130,17,5.65,12,94,0
278,Cotton,475,1346,16574,23,7.71,12,56,0
184,Yarn,376,564,6165,4,11.61,51,40,0
550,Fabric,460,518,15046,12,10.5,89,92,0
144,Fabric,461,186,13524,17,10.5,86,52,0
235,Cotton,487,358,17147,21,8.44,28,98,0
442,Yarn,320,1304,6075,5,0.21,37,96,0
115,Ready-made garment,486,410,4699,29,5.29,47,82,0
432,Ready-made garment,121,272,8912,6,6.13,18,51,0
294,Fabric,119,1445,17217,15,10.11,65,71,0
595,Cotton,269,1830,10016,28,11.07,26,63,0
108,Fabric,53,1463,14296,8,5.42,16,73,0
415,Cotton,399,1619,10172,20,3.61,81,63,0
433,Ready-made garment,450,1368,935,16,4.05,85,81,0
432,Fabric,339,1039,19325,13,6.94,63,48,1
426,Fabric,429,604,542,28,3.3,37,87,0
114,Cotton,439,428,15045,23,10.93,75,43,0
426,Yarn,341,295,17849,27,5.02,37,87,0
201,Cotton,404,161,715,15,11.88,34,64,0
325,Yarn,280,1148,11927,20,1.31,88,75,1
524,Ready-made garment,472,1687,3205,13,2.25,58,63,0
377,Fabric,129,661,16562,15,6.14,57,62,1
507,Fabric,115,1501,9464,2,10.42,56,78,0
212,Cotton,185,996,18706,24,4.25,71,54,1
584,Cotton,448,1418,8622,21,10.05,42,64,0
527,Ready-made garment,240,1175,8749,26,5.11,51,95,1
100,Ready-made garment,396,943,5446,20,10.24,96,82,0
365,Yarn,385,139,12381,28,3.33,36,49,0
590,Ready-made garment,498,1867,5243,18,5.66,17,49,0
307,Ready-made garment,108,1695,18727,7,3.34,71,45,1
209,Ready-made garment,315,827,17344,21,2.58,47,91,0
299,Ready-made garment,56,556,9660,9,5.05,13,44,0
539,Yarn,417,977,14021,7,4.02,63,99,0
468,Ready-made garment,251,1975,7792,9,9.45,57,68,0
572,Yarn,381,1832,8129,29,8.97,78,59,0
405,Cotton,286,887,789,12,4.3,25,40,0
111,Fabric,317,1976,16291,10,11.91,70,61,0
444,Cotton,128,101,9812,10,11.69,27,96,0
564,Ready-made garment,95,1592,15950,13,11.01,54,86,0
287,Fabric,292,1229,7348,5,7.04,27,62,0
253,Ready-made garment,337,315,4282,27,4.95,17,65,0
593,Ready-made garment,209,876,7415,22,3.76,38,53,0
467,Cotton,164,778,13363,8,0.18,30,75,0
433,Ready-made garment,163,1882,5437,10,7.58,63,51,0
524,Cotton,175,513,11483,6,6.64,56,54,1
519,Ready-made garment,139,309,10730,11,7.56,75,88,0
476,Yarn,110,1181,12210,4,6.91,77,55,1
378,Fabric,366,142,13997,2,1.65,57,54,0
270,Cotton,151,237,12209,6,8.34,85,47,0
233,Cotton,163,1744,19040,13,4.33,89,83,1
594,Fabric,223,1612,19761,29,6.2,98,89,1
